,Season,Week,Winner,Logo1,Name1,Abbrev1,Wins1,Losses1,Ties1,Score1,CurrentStatsTotal1,ExpectedWins1,PFonWins1,PAonLosses1,PFonLosses1,PAonWins1,Logo2,Name2,Abbrev2,Wins2,Losses2,Ties2,Score2,CurrentStatsTotal2,ExpectedWins2,PFonWins2,PAonLosses2,PFonLosses2,PAonWins2,Type,MedPF1,MedPA1,MedPF2,MedPA2
207,2019,10,HOME,https://uploaddeimagens.com.br/images/001/725/567/full/logo.jpg?1542139515,Team Otavio,OTAV,6,7,0,78.9,,0.6,0,0,0,0,https://g.espncdn.com/lm-static/logo-packs/ffl/TeamKinny-MartinLaksman/TeamKinny-27.svg,Curado Sport Saints,CSS,7,6,0,102.2,,0.8666666666666667,0,0,0,0,Regular,0,0,0,0
208,2019,11,HOME,https://imageshack.com/a/img923/4306/Sll1KD.jpg,Maria Farinha Green n Gold,MFGG,8,5,0,59.3,,0.1333333333333333,0,0,0,0,https://imageshack.com/a/img921/8492/jQlkYN.jpg,The Queijo Coalho,QUEI,11,1,1,101.3,,0.8666666666666667,0,0,0,0,Regular,0,0,0,0
209,2019,11,HOME,https://scontent.frec5-1.fna.fbcdn.net/v/t1.0-9/42647793_1911801742231791_8353841562588807168_n.jpg?_nc_cat=111&oh=3751fb0c891ed5b59aded4c707712f08&oe=5C1DF581,Recife Burilzords,BZDS,7,5,1,72.1,,0.4,0,0,0,0,http://imagizer.imageshack.us/a/img922/1025/Qt8enM.jpg,Team Britto,BRIT,8,5,0,81.8,,0.4666666666666667,0,0,0,0,Regular,0,0,0,0
210,2019,11,AWAY,http://imagizer.imageshack.us/a/img921/8576/U6F9Jw.jpg,Rosa Patriota,Rosa,8,5,0,86.0,,0.5333333333333333,0,0,0,0,http://i64.tinypic.com/2qbgf3t.png,Recife Black Mambas,JOAO,7,6,0,56.0,,0.0,0,0,0,0,Regular,0,0,0,0
211,2019,11,AWAY,https://cdn-std.dprcdn.net/files/acc_464038/pbLQg8,Bonus Team,BT,6,6,1,94.7,,0.8,0,0,0,0,https://upload.wikimedia.org/wikipedia/commons/7/72/Bras%C3%A3o_do_Estado_de_Pernambuco.png,KAISER TROOPERS,KATO,2,11,0,71.1,,0.2666666666666666,0,0,0,0,Regular,0,0,0,0
212,2019,11,AWAY,https://g.espncdn.com/lm-static/logo-packs/ffl/CreepShow-ToddDetwiler/CreepShow-11.svg,Valter Figueiredu's ,KAIO,9,4,0,91.4,,0.7333333333333333,0,0,0,0,https://g.espncdn.com/lm-static/logo-packs/core/StarsAndFlames/stars_flames-2.svg,CDU Steamers,STM,7,6,0,57.4,,0.0666666666666666,0,0,0,0,Regular,0,0,0,0
213,2019,11,AWAY,http://2.bp.blogspot.com/-zstn9mJPVJE/TymqfH_hN6I/AAAAAAAAAgA/ughMAoBPn4s/s1600/anti+brady.jpg,Anti-Brady Team,ABT,3,10,0,108.6,,1.0,0,0,0,0,https://uploaddeimagens.com.br/images/001/725/567/full/logo.jpg?1542139515,Team Otavio,OTAV,6,7,0,101.9,,0.9333333333333332,0,0,0,0,Regular,0,0,0,0
214,2019,11,AWAY,https://g.espncdn.com/s/ffllm/logos/BoneHeads-ToddDetwiler/BoneHeads-09.svg,Carpina Carpenters,Carp,7,6,0,72.1,,0.4,0,0,0,0,https://g.espncdn.com/s/ffllm/logos/AtTheStadium-RobbHarskamp/At_The_Stadium_01.svg,Hellcife Mottinha,MOTT,3,9,1,68.1,,0.2,0,0,0,0,Regular,0,0,0,0
215,2019,11,HOME,https://g.espncdn.com/s/ffllm/logos/StarWarsTheForceAwakens-ToddDetwiler/ESPN_Star_Wars_12a.svg,Team Maia,MAIA,3,10,0,88.2,,0.6,0,0,0,0,https://g.espncdn.com/lm-static/logo-packs/ffl/TeamKinny-MartinLaksman/TeamKinny-27.svg,Curado Sport Saints,CSS,7,6,0,89.7,,0.6666666666666666,0,0,0,0,Regular,0,0,0,0
216,2019,12,HOME,http://i64.tinypic.com/2qbgf3t.png,Recife Black Mambas,JOAO,7,6,0,80.9,,0.6,0,0,0,0,https://imageshack.com/a/img921/8492/jQlkYN.jpg,The Queijo Coalho,QUEI,11,1,1,125.7,,0.9333333333333332,0,0,0,0,Regular,0,0,0,0
217,2019,12,AWAY,http://imagizer.imageshack.us/a/img921/8576/U6F9Jw.jpg,Rosa Patriota,Rosa,8,5,0,85.2,,0.6666666666666666,0,0,0,0,https://imageshack.com/a/img923/4306/Sll1KD.jpg,Maria Farinha Green n Gold,MFGG,8,5,0,71.2,,0.4666666666666667,0,0,0,0,Regular,0,0,0,0
218,2019,12,HOME,https://g.espncdn.com/s/ffllm/logos/AtTheStadium-RobbHarskamp/At_The_Stadium_01.svg,Hellcife Mottinha,MOTT,3,9,1,46.9,,0.0666666666666666,0,0,0,0,https://uploaddeimagens.com.br/images/001/725/567/full/logo.jpg?1542139515,Team Otavio,OTAV,6,7,0,102.3,,0.8666666666666667,0,0,0,0,Regular,0,0,0,0
219,2019,12,AWAY,https://g.espncdn.com/lm-static/logo-packs/ffl/TeamKinny-MartinLaksman/TeamKinny-27.svg,Curado Sport Saints,CSS,7,6,0,88.0,,0.7333333333333333,0,0,0,0,http://imagizer.imageshack.us/a/img922/1025/Qt8enM.jpg,Team Britto,BRIT,8,5,0,52.3,,0.1333333333333333,0,0,0,0,Regular,0,0,0,0
220,2019,12,AWAY,https://upload.wikimedia.org/wikipedia/commons/7/72/Bras%C3%A3o_do_Estado_de_Pernambuco.png,KAISER TROOPERS,KATO,2,11,0,91.5,,0.8,0,0,0,0,https://g.espncdn.com/lm-static/logo-packs/core/StarsAndFlames/stars_flames-2.svg,CDU Steamers,STM,7,6,0,70.6,,0.4,0,0,0,0,Regular,0,0,0,0
221,2019,12,HOME,http://2.bp.blogspot.com/-zstn9mJPVJE/TymqfH_hN6I/AAAAAAAAAgA/ughMAoBPn4s/s1600/anti+brady.jpg,Anti-Brady Team,ABT,3,10,0,44.2,,0.0,0,0,0,0,https://g.espncdn.com/s/ffllm/logos/BoneHeads-ToddDetwiler/BoneHeads-09.svg,Carpina Carpenters,Carp,7,6,0,60.0,,0.2666666666666666,0,0,0,0,Regular,0,0,0,0
222,2019,12,HOME,https://g.espncdn.com/s/ffllm/logos/StarWarsTheForceAwakens-ToddDetwiler/ESPN_Star_Wars_12a.svg,Team Maia,MAIA,3,10,0,59.5,,0.2,0,0,0,0,https://scontent.frec5-1.fna.fbcdn.net/v/t1.0-9/42647793_1911801742231791_8353841562588807168_n.jpg?_nc_cat=111&oh=3751fb0c891ed5b59aded4c707712f08&oe=5C1DF581,Recife Burilzords,BZDS,7,5,1,130.5,,1.0,0,0,0,0,Regular,0,0,0,0
223,2019,12,HOME,https://g.espncdn.com/lm-static/logo-packs/ffl/CreepShow-ToddDetwiler/CreepShow-11.svg,Valter Figueiredu's ,KAIO,9,4,0,66.2,,0.3333333333333333,0,0,0,0,https://cdn-std.dprcdn.net/files/acc_464038/pbLQg8,Bonus Team,BT,6,6,1,74.1,,0.5333333333333333,0,0,0,0,Regular,0,0,0,0
224,2019,13,HOME,http://imagizer.imageshack.us/a/img922/1025/Qt8enM.jpg,Team Britto,BRIT,8,5,0,52.9,,0.0666666666666666,0,0,0,0,https://imageshack.com/a/img921/8492/jQlkYN.jpg,The Queijo Coalho,QUEI,11,1,1,89.2,,0.8,0,0,0,0,Regular,0,0,0,0
225,2019,13,HOME,https://upload.wikimedia.org/wikipedia/commons/7/72/Bras%C3%A3o_do_Estado_de_Pernambuco.png,KAISER TROOPERS,KATO,2,11,0,67.7,,0.2666666666666666,0,0,0,0,https://g.espncdn.com/s/ffllm/logos/AtTheStadium-RobbHarskamp/At_The_Stadium_01.svg,Hellcife Mottinha,MOTT,3,9,1,93.2,,0.8666666666666667,0,0,0,0,Regular,0,0,0,0
226,2019,13,HOME,http://2.bp.blogspot.com/-zstn9mJPVJE/TymqfH_hN6I/AAAAAAAAAgA/ughMAoBPn4s/s1600/anti+brady.jpg,Anti-Brady Team,ABT,3,10,0,88.4,,0.6,0,0,0,0,http://imagizer.imageshack.us/a/img921/8576/U6F9Jw.jpg,Rosa Patriota,Rosa,8,5,0,103.1,,1.0,0,0,0,0,Regular,0,0,0,0
227,2019,13,AWAY,https://g.espncdn.com/s/ffllm/logos/StarWarsTheForceAwakens-ToddDetwiler/ESPN_Star_Wars_12a.svg,Team Maia,MAIA,3,10,0,88.7,,0.7333333333333333,0,0,0,0,https://g.espncdn.com/lm-static/logo-packs/ffl/CreepShow-ToddDetwiler/CreepShow-11.svg,Valter Figueiredu's ,KAIO,9,4,0,88.5,,0.6666666666666666,0,0,0,0,Regular,0,0,0,0
228,2019,13,AWAY,http://i64.tinypic.com/2qbgf3t.png,Recife Black Mambas,JOAO,7,6,0,87.5,,0.5333333333333333,0,0,0,0,https://g.espncdn.com/lm-static/logo-packs/ffl/TeamKinny-MartinLaksman/TeamKinny-27.svg,Curado Sport Saints,CSS,7,6,0,49.5,,0.0,0,0,0,0,Regular,0,0,0,0
229,2019,13,AWAY,https://uploaddeimagens.com.br/images/001/725/567/full/logo.jpg?1542139515,Team Otavio,OTAV,6,7,0,99.4,,0.9333333333333332,0,0,0,0,https://g.espncdn.com/lm-static/logo-packs/core/StarsAndFlames/stars_flames-2.svg,CDU Steamers,STM,7,6,0,54.7,,0.1333333333333333,0,0,0,0,Regular,0,0,0,0
230,2019,13,AWAY,https://g.espncdn.com/s/ffllm/logos/BoneHeads-ToddDetwiler/BoneHeads-09.svg,Carpina Carpenters,Carp,7,6,0,76.9,,0.4,0,0,0,0,https://imageshack.com/a/img923/4306/Sll1KD.jpg,Maria Farinha Green n Gold,MFGG,8,5,0,70.4,,0.3333333333333333,0,0,0,0,Regular,0,0,0,0
231,2019,13,AWAY,https://cdn-std.dprcdn.net/files/acc_464038/pbLQg8,Bonus Team,BT,6,6,1,83.3,,0.4666666666666667,0,0,0,0,https://scontent.frec5-1.fna.fbcdn.net/v/t1.0-9/42647793_1911801742231791_8353841562588807168_n.jpg?_nc_cat=111&oh=3751fb0c891ed5b59aded4c707712f08&oe=5C1DF581,Recife Burilzords,BZDS,7,5,1,59.9,,0.2,0,0,0,0,Regular,0,0,0,0
232,2019,14,HOME,https://g.espncdn.com/lm-static/logo-packs/core/StarsAndFlames/stars_flames-2.svg,CDU Steamers,STM,7,6,0,57.6,,0.0,0,0,0,0,https://imageshack.com/a/img921/8492/jQlkYN.jpg,The Queijo Coalho,QUEI,11,1,1,99.3,,0.5333333333333333,0,0,0,0,Regular,0,0,0,0
233,2019,14,AWAY,http://imagizer.imageshack.us/a/img921/8576/U6F9Jw.jpg,Rosa Patriota,Rosa,8,5,0,117.9,,0.8666666666666667,0,0,0,0,http://i64.tinypic.com/2qbgf3t.png,Recife Black Mambas,JOAO,7,6,0,109.8,,0.8,0,0,0,0,Regular,0,0,0,0
234,2019,14,HOME,http://imagizer.imageshack.us/a/img922/1025/Qt8enM.jpg,Team Britto,BRIT,8,5,0,129.1,,0.9333333333333332,0,0,0,0,https://imageshack.com/a/img923/4306/Sll1KD.jpg,Maria Farinha Green n Gold,MFGG,8,5,0,134.3,,1.0,0,0,0,0,Regular,0,0,0,0
235,2019,14,AWAY,https://scontent.frec5-1.fna.fbcdn.net/v/t1.0-9/42647793_1911801742231791_8353841562588807168_n.jpg?_nc_cat=111&oh=3751fb0c891ed5b59aded4c707712f08&oe=5C1DF581,Recife Burilzords,BZDS,7,5,1,70.5,,0.1333333333333333,0,0,0,0,https://g.espncdn.com/lm-static/logo-packs/ffl/CreepShow-ToddDetwiler/CreepShow-11.svg,Valter Figueiredu's ,KAIO,9,4,0,65.3,,0.0666666666666666,0,0,0,0,Regular,0,0,0,0
236,2019,14,HOME,https://g.espncdn.com/s/ffllm/logos/BoneHeads-ToddDetwiler/BoneHeads-09.svg,Carpina Carpenters,Carp,7,6,0,70.6,,0.2,0,0,0,0,https://g.espncdn.com/lm-static/logo-packs/ffl/TeamKinny-MartinLaksman/TeamKinny-27.svg,Curado Sport Saints,CSS,7,6,0,103.5,,0.6666666666666666,0,0,0,0,Regular,0,0,0,0
237,2019,14,HOME,https://uploaddeimagens.com.br/images/001/725/567/full/logo.jpg?1542139515,Team Otavio,OTAV,6,7,0,87.4,,0.4,0,0,0,0,https://cdn-std.dprcdn.net/files/acc_464038/pbLQg8,Bonus Team,BT,6,6,1,91.7,,0.4666666666666667,0,0,0,0,Regular,0,0,0,0
238,2019,14,AWAY,http://2.bp.blogspot.com/-zstn9mJPVJE/TymqfH_hN6I/AAAAAAAAAgA/ughMAoBPn4s/s1600/anti+brady.jpg,Anti-Brady Team,ABT,3,10,0,106.2,,0.7333333333333333,0,0,0,0,https://g.espncdn.com/s/ffllm/logos/AtTheStadium-RobbHarskamp/At_The_Stadium_01.svg,Hellcife Mottinha,MOTT,3,9,1,71.0,,0.2666666666666666,0,0,0,0,Regular,0,0,0,0
239,2019,14,HOME,https://upload.wikimedia.org/wikipedia/commons/7/72/Bras%C3%A3o_do_Estado_de_Pernambuco.png,KAISER TROOPERS,KATO,2,11,0,75.2,,0.3333333333333333,0,0,0,0,https://g.espncdn.com/s/ffllm/logos/StarWarsTheForceAwakens-ToddDetwiler/ESPN_Star_Wars_12a.svg,Team Maia,MAIA,3,10,0,99.5,,0.6,0,0,0,0,Regular,0,0,0,0
240,2019,15,HOME,https://scontent.frec5-1.fna.fbcdn.net/v/t1.0-9/42647793_1911801742231791_8353841562588807168_n.jpg?_nc_cat=111&oh=3751fb0c891ed5b59aded4c707712f08&oe=5C1DF581,Recife Burilzords,BZDS,7,5,1,117.5,,0.8,0,0,0,0,https://imageshack.com/a/img921/8492/jQlkYN.jpg,The Queijo Coalho,QUEI,11,1,1,119.4,,0.8666666666666667,0,0,0,0,Playoff,0,0,0,0
241,2019,15,HOME,http://imagizer.imageshack.us/a/img921/8576/U6F9Jw.jpg,Rosa Patriota,Rosa,8,5,0,83.5,,0.4,0,0,0,0,https://imageshack.com/a/img923/4306/Sll1KD.jpg,Maria Farinha Green n Gold,MFGG,8,5,0,105.5,,0.6,0,0,0,0,Playoff,0,0,0,0
242,2019,15,AWAY,http://i64.tinypic.com/2qbgf3t.png,Recife Black Mambas,JOAO,7,6,0,119.6,,0.9333333333333332,0,0,0,0,https://g.espncdn.com/lm-static/logo-packs/ffl/CreepShow-ToddDetwiler/CreepShow-11.svg,Valter Figueiredu's ,KAIO,9,4,0,101.8,,0.4666666666666667,0,0,0,0,Playoff,0,0,0,0
243,2019,15,HOME,https://g.espncdn.com/lm-static/logo-packs/core/StarsAndFlames/stars_flames-2.svg,CDU Steamers,STM,7,6,0,71.4,,0.0,0,0,0,0,http://imagizer.imageshack.us/a/img922/1025/Qt8enM.jpg,Team Britto,BRIT,8,5,0,81.4,,0.3333333333333333,0,0,0,0,Playoff,0,0,0,0
244,2019,15,HOME,https://cdn-std.dprcdn.net/files/acc_464038/pbLQg8,Bonus Team,BT,6,6,1,74.6,,0.0666666666666666,0,0,0,0,https://g.espncdn.com/lm-static/logo-packs/ffl/TeamKinny-MartinLaksman/TeamKinny-27.svg,Curado Sport Saints,CSS,7,6,0,114.5,,0.7333333333333333,0,0,0,0,Playoff,0,0,0,0
245,2019,15,HOME,http://2.bp.blogspot.com/-zstn9mJPVJE/TymqfH_hN6I/AAAAAAAAAgA/ughMAoBPn4s/s1600/anti+brady.jpg,Anti-Brady Team,ABT,3,10,0,102.1,,0.5333333333333333,0,0,0,0,https://g.espncdn.com/s/ffllm/logos/BoneHeads-ToddDetwiler/BoneHeads-09.svg,Carpina Carpenters,Carp,7,6,0,106.4,,0.6666666666666666,0,0,0,0,Playoff,0,0,0,0
246,2019,15,HOME,https://g.espncdn.com/s/ffllm/logos/StarWarsTheForceAwakens-ToddDetwiler/ESPN_Star_Wars_12a.svg,Team Maia,MAIA,3,10,0,76.5,,0.2,0,0,0,0,https://uploaddeimagens.com.br/images/001/725/567/full/logo.jpg?1542139515,Team Otavio,OTAV,6,7,0,146.3,,1.0,0,0,0,0,Playoff,0,0,0,0
247,2019,15,AWAY,https://upload.wikimedia.org/wikipedia/commons/7/72/Bras%C3%A3o_do_Estado_de_Pernambuco.png,KAISER TROOPERS,KATO,2,11,0,80.2,,0.2666666666666666,0,0,0,0,https://g.espncdn.com/s/ffllm/logos/AtTheStadium-RobbHarskamp/At_The_Stadium_01.svg,Hellcife Mottinha,MOTT,3,9,1,75.5,,0.1333333333333333,0,0,0,0,Playoff,0,0,0,0
248,2019,16,AWAY,https://imageshack.com/a/img923/4306/Sll1KD.jpg,Maria Farinha Green n Gold,MFGG,8,5,0,112.2,,0.9333333333333332,0,0,0,0,https://imageshack.com/a/img921/8492/jQlkYN.jpg,The Queijo Coalho,QUEI,11,1,1,110.0,,0.8666666666666667,0,0,0,0,Playoff,0,0,0,0
249,2019,16,HOME,https://scontent.frec5-1.fna.fbcdn.net/v/t1.0-9/42647793_1911801742231791_8353841562588807168_n.jpg?_nc_cat=111&oh=3751fb0c891ed5b59aded4c707712f08&oe=5C1DF581,Recife Burilzords,BZDS,7,5,1,44.2,,0.0,0,0,0,0,http://imagizer.imageshack.us/a/img921/8576/U6F9Jw.jpg,Rosa Patriota,Rosa,8,5,0,102.7,,0.6,0,0,0,0,Playoff,0,0,0,0
250,2019,16,HOME,http://imagizer.imageshack.us/a/img922/1025/Qt8enM.jpg,Team Britto,BRIT,8,5,0,75.0,,0.2666666666666666,0,0,0,0,http://i64.tinypic.com/2qbgf3t.png,Recife Black Mambas,JOAO,7,6,0,98.2,,0.5333333333333333,0,0,0,0,Playoff,0,0,0,0
251,2019,16,HOME,https://g.espncdn.com/lm-static/logo-packs/core/StarsAndFlames/stars_flames-2.svg,CDU Steamers,STM,7,6,0,75.2,,0.3333333333333333,0,0,0,0,https://g.espncdn.com/lm-static/logo-packs/ffl/CreepShow-ToddDetwiler/CreepShow-11.svg,Valter Figueiredu's ,KAIO,9,4,0,104.7,,0.7333333333333333,0,0,0,0,Playoff,0,0,0,0
252,2019,16,HOME,https://g.espncdn.com/s/ffllm/logos/BoneHeads-ToddDetwiler/BoneHeads-09.svg,Carpina Carpenters,Carp,7,6,0,84.0,,0.4666666666666667,0,0,0,0,https://g.espncdn.com/lm-static/logo-packs/ffl/TeamKinny-MartinLaksman/TeamKinny-27.svg,Curado Sport Saints,CSS,7,6,0,116.3,,1.0,0,0,0,0,Playoff,0,0,0,0
253,2019,16,HOME,https://uploaddeimagens.com.br/images/001/725/567/full/logo.jpg?1542139515,Team Otavio,OTAV,6,7,0,104.5,,0.6666666666666666,0,0,0,0,https://cdn-std.dprcdn.net/files/acc_464038/pbLQg8,Bonus Team,BT,6,6,1,105.2,,0.8,0,0,0,0,Playoff,0,0,0,0
254,2019,16,HOME,https://upload.wikimedia.org/wikipedia/commons/7/72/Bras%C3%A3o_do_Estado_de_Pernambuco.png,KAISER TROOPERS,KATO,2,11,0,55.3,,0.0666666666666666,0,0,0,0,http://2.bp.blogspot.com/-zstn9mJPVJE/TymqfH_hN6I/AAAAAAAAAgA/ughMAoBPn4s/s1600/anti+brady.jpg,Anti-Brady Team,ABT,3,10,0,67.9,,0.2,0,0,0,0,Playoff,0,0,0,0
255,2019,16,AWAY,https://g.espncdn.com/s/ffllm/logos/StarWarsTheForceAwakens-ToddDetwiler/ESPN_Star_Wars_12a.svg,Team Maia,MAIA,3,10,0,79.6,,0.4,0,0,0,0,https://g.espncdn.com/s/ffllm/logos/AtTheStadium-RobbHarskamp/At_The_Stadium_01.svg,Hellcife Mottinha,MOTT,3,9,1,56.7,,0.1333333333333333,0,0,0,0,Playoff,0,0,0,0
256,2020,1,AWAY,https://imageshack.com/a/img921/8492/jQlkYN.jpg,The Queijo Coalho,QUEI,10,3,0,63.3,,0.2,0,0,0,0,http://imagizer.imageshack.us/a/img922/1025/Qt8enM.jpg,Team Britto,BRIT,8,5,0,62.0,,0.0,0,0,0,0,Regular,0,0,0,0
257,2020,1,HOME,https://g.espncdn.com/s/ffllm/logos/AtTheStadium-RobbHarskamp/At_The_Stadium_01.svg,Hellcife Mottinha,MOTT,3,10,0,79.3,,0.4,0,0,0,0,https://upload.wikimedia.org/wikipedia/commons/7/72/Bras%C3%A3o_do_Estado_de_Pernambuco.png,KAISER TROOPERS,KATO,4,9,0,81.4,,0.5333333333333333,0,0,0,0,Regular,0,0,0,0
258,2020,1,HOME,https://g.espncdn.com/lm-static/logo-packs/core/StarWarsTheRiseOfSkywalker/rise-skywalker-r2d2.svg,NE Opt outs,NE,5,8,0,63.4,,0.2666666666666666,0,0,0,0,https://g.espncdn.com/lm-static/logo-packs/ffl/CreepShow-ToddDetwiler/CreepShow-11.svg,Valter Figueiredu's ,KAIO,4,9,0,94.3,,0.8,0,0,0,0,Regular,0,0,0,0
259,2020,1,HOME,http://2.bp.blogspot.com/-zstn9mJPVJE/TymqfH_hN6I/AAAAAAAAAgA/ughMAoBPn4s/s1600/anti+brady.jpg,Anti-Brady Team,ABT,8,5,0,62.7,,0.1333333333333333,0,0,0,0,https://g.espncdn.com/lm-static/logo-packs/ffl/CrazyHelmets-ToddDetwiler/Helmets_11.svg,Igara  Boys ,IGB,9,4,0,94.7,,0.8666666666666667,0,0,0,0,Regular,0,0,0,0
260,2020,1,AWAY,https://imageshack.com/a/img923/4306/Sll1KD.jpg,Maria Farinha Green n Gold,MFGG,7,6,0,117.7,,1.0,0,0,0,0,https://scontent.frec5-1.fna.fbcdn.net/v/t1.0-9/42647793_1911801742231791_8353841562588807168_n.jpg?_nc_cat=111&oh=3751fb0c891ed5b59aded4c707712f08&oe=5C1DF581,Recife Burilzords,BZDS,8,5,0,83.3,,0.6,0,0,0,0,Regular,0,0,0,0
261,2020,1,HOME,https://g.espncdn.com/s/ffllm/logos/BoneHeads-ToddDetwiler/BoneHeads-09.svg,Carpina Carpenters,Carp,7,6,0,85.9,,0.6666666666666666,0,0,0,0,https://cdn-std.dprcdn.net/files/acc_464038/pbLQg8,Bonus Team,BT,4,9,0,98.0,,0.9333333333333332,0,0,0,0,Regular,0,0,0,0
262,2020,1,AWAY,https://g.espncdn.com/lm-static/logo-packs/core/StarsAndFlames/stars_flames-2.svg,CDU Steamers,STM,5,8,0,90.2,,0.7333333333333333,0,0,0,0,https://g.espncdn.com/lm-static/logo-packs/ffl/ShieldsOfGlory-LDopa/ShieldsOfGlory-02.svg,Recife Black Mambas,JOAO,11,2,0,79.7,,0.4666666666666667,0,0,0,0,Regular,0,0,0,0
263,2020,1,HOME,https://uploaddeimagens.com.br/images/001/725/567/full/logo.jpg?1542139515,Team Otavio,OTAV,5,8,0,62.6,,0.0666666666666666,0,0,0,0,https://g.espncdn.com/lm-static/logo-packs/ffl/TeamKinny-MartinLaksman/TeamKinny-27.svg,Curado Sport Saints,CSS,6,7,0,72.5,,0.3333333333333333,0,0,0,0,Regular,0,0,0,0
264,2020,2,HOME,https://imageshack.com/a/img921/8492/jQlkYN.jpg,The Queijo Coalho,QUEI,10,3,0,52.9,,0.0666666666666666,0,0,0,0,https://g.espncdn.com/lm-static/logo-packs/ffl/ShieldsOfGlory-LDopa/ShieldsOfGlory-02.svg,Recife Black Mambas,JOAO,11,2,0,97.5,,0.6666666666666666,0,0,0,0,Regular,0,0,0,0
265,2020,2,AWAY,http://imagizer.imageshack.us/a/img922/1025/Qt8enM.jpg,Team Britto,BRIT,8,5,0,66.4,,0.2666666666666666,0,0,0,0,https://g.espncdn.com/lm-static/logo-packs/core/StarsAndFlames/stars_flames-2.svg,CDU Steamers,STM,5,8,0,64.8,,0.2,0,0,0,0,Regular,0,0,0,0
266,2020,2,HOME,https://g.espncdn.com/s/ffllm/logos/AtTheStadium-RobbHarskamp/At_The_Stadium_01.svg,Hellcife Mottinha,MOTT,3,10,0,31.5,,0.0,0,0,0,0,https://g.espncdn.com/lm-static/logo-packs/ffl/TeamKinny-MartinLaksman/TeamKinny-27.svg,Curado Sport Saints,CSS,6,7,0,100.1,,0.8,0,0,0,0,Regular,0,0,0,0
267,2020,2,HOME,https://upload.wikimedia.org/wikipedia/commons/7/72/Bras%C3%A3o_do_Estado_de_Pernambuco.png,KAISER TROOPERS,KATO,4,9,0,77.3,,0.3333333333333333,0,0,0,0,https://uploaddeimagens.com.br/images/001/725/567/full/logo.jpg?1542139515,Team Otavio,OTAV,5,8,0,103.9,,0.8666666666666667,0,0,0,0,Regular,0,0,0,0
268,2020,2,AWAY,https://g.espncdn.com/lm-static/logo-packs/ffl/CrazyHelmets-ToddDetwiler/Helmets_11.svg,Igara  Boys ,IGB,9,4,0,147.0,,1.0,0,0,0,0,https://cdn-std.dprcdn.net/files/acc_464038/pbLQg8,Bonus Team,BT,4,9,0,98.9,,0.7333333333333333,0,0,0,0,Regular,0,0,0,0
269,2020,2,AWAY,https://g.espncdn.com/lm-static/logo-packs/core/StarWarsTheRiseOfSkywalker/rise-skywalker-r2d2.svg,NE Opt outs,NE,5,8,0,84.8,,0.4666666666666667,0,0,0,0,https://scontent.frec5-1.fna.fbcdn.net/v/t1.0-9/42647793_1911801742231791_8353841562588807168_n.jpg?_nc_cat=111&oh=3751fb0c891ed5b59aded4c707712f08&oe=5C1DF581,Recife Burilzords,BZDS,8,5,0,82.0,,0.4,0,0,0,0,Regular,0,0,0,0
270,2020,2,AWAY,http://2.bp.blogspot.com/-zstn9mJPVJE/TymqfH_hN6I/AAAAAAAAAgA/ughMAoBPn4s/s1600/anti+brady.jpg,Anti-Brady Team,ABT,8,5,0,86.6,,0.5333333333333333,0,0,0,0,https://g.espncdn.com/s/ffllm/logos/BoneHeads-ToddDetwiler/BoneHeads-09.svg,Carpina Carpenters,Carp,7,6,0,62.6,,0.1333333333333333,0,0,0,0,Regular,0,0,0,0
271,2020,2,AWAY,https://g.espncdn.com/lm-static/logo-packs/ffl/CreepShow-ToddDetwiler/CreepShow-11.svg,Valter Figueiredu's ,KAIO,4,9,0,111.5,,0.9333333333333332,0,0,0,0,https://imageshack.com/a/img923/4306/Sll1KD.jpg,Maria Farinha Green n Gold,MFGG,7,6,0,90.0,,0.6,0,0,0,0,Regular,0,0,0,0
272,2020,3,HOME,https://g.espncdn.com/s/ffllm/logos/AtTheStadium-RobbHarskamp/At_The_Stadium_01.svg,Hellcife Mottinha,MOTT,3,10,0,68.1,,0.1333333333333333,0,0,0,0,https://imageshack.com/a/img921/8492/jQlkYN.jpg,The Queijo Coalho,QUEI,10,3,0,79.2,,0.4,0,0,0,0,Regular,0,0,0,0
273,2020,3,AWAY,http://imagizer.imageshack.us/a/img922/1025/Qt8enM.jpg,Team Britto,BRIT,8,5,0,87.4,,0.7333333333333333,0,0,0,0,https://upload.wikimedia.org/wikipedia/commons/7/72/Bras%C3%A3o_do_Estado_de_Pernambuco.png,KAISER TROOPERS,KATO,4,9,0,35.1,,0.0,0,0,0,0,Regular,0,0,0,0
274,2020,3,HOME,https://g.espncdn.com/lm-static/logo-packs/ffl/CrazyHelmets-ToddDetwiler/Helmets_11.svg,Igara  Boys ,IGB,9,4,0,84.8,,0.6666666666666666,0,0,0,0,https://g.espncdn.com/lm-static/logo-packs/core/StarWarsTheRiseOfSkywalker/rise-skywalker-r2d2.svg,NE Opt outs,NE,5,8,0,93.7,,0.8,0,0,0,0,Regular,0,0,0,0
275,2020,3,AWAY,http://2.bp.blogspot.com/-zstn9mJPVJE/TymqfH_hN6I/AAAAAAAAAgA/ughMAoBPn4s/s1600/anti+brady.jpg,Anti-Brady Team,ABT,8,5,0,81.9,,0.5333333333333333,0,0,0,0,https://g.espncdn.com/lm-static/logo-packs/ffl/CreepShow-ToddDetwiler/CreepShow-11.svg,Valter Figueiredu's ,KAIO,4,9,0,78.5,,0.3333333333333333,0,0,0,0,Regular,0,0,0,0
